Obstaculo	Tamaño	Densidad	MCS	Tamaño_ag
00x00	Nada	Nada	0	6.4
00x00	Nada	Nada	200	10.4
00x00	Nada	Nada	400	12
00x00	Nada	Nada	600	12.8
00x00	Nada	Nada	800	14.2
00x00	Nada	Nada	1000	15
00x00	Nada	Nada	1200	14
00x00	Nada	Nada	1400	15.6
00x00	Nada	Nada	1600	15.2
00x00	Nada	Nada	1800	16.4
00x00	Nada	Nada	2000	15.4
00x00	Nada	Nada	0	4.8
00x00	Nada	Nada	200	8.4
00x00	Nada	Nada	400	9.2
00x00	Nada	Nada	600	9.6
00x00	Nada	Nada	800	9.8
00x00	Nada	Nada	1000	12
00x00	Nada	Nada	1200	13.2
00x00	Nada	Nada	1400	13
00x00	Nada	Nada	1600	14.6
00x00	Nada	Nada	1800	17.6
00x00	Nada	Nada	2000	19.6
00x00	Nada	Nada	0	6.4
00x00	Nada	Nada	200	10.2
00x00	Nada	Nada	400	10
00x00	Nada	Nada	600	11
00x00	Nada	Nada	800	11.2
00x00	Nada	Nada	1000	11.2
00x00	Nada	Nada	1200	11.8
00x00	Nada	Nada	1400	11.4
00x00	Nada	Nada	1600	11.6
00x00	Nada	Nada	1800	11.8
00x00	Nada	Nada	2000	14
00x00	Nada	Nada	0	7
00x00	Nada	Nada	200	10.6
00x00	Nada	Nada	400	16.4
00x00	Nada	Nada	600	16.4
00x00	Nada	Nada	800	16
00x00	Nada	Nada	1000	20.2
00x00	Nada	Nada	1200	21
00x00	Nada	Nada	1400	19
00x00	Nada	Nada	1600	18
00x00	Nada	Nada	1800	19
00x00	Nada	Nada	2000	18
00x00	Nada	Nada	0	8
00x00	Nada	Nada	200	12.2
00x00	Nada	Nada	400	12.4
00x00	Nada	Nada	600	14.6
00x00	Nada	Nada	800	15.4
00x00	Nada	Nada	1000	16.2
00x00	Nada	Nada	1200	17.4
00x00	Nada	Nada	1400	17.6
00x00	Nada	Nada	1600	17.6
00x00	Nada	Nada	1800	19.4
00x00	Nada	Nada	2000	20.4
00x00	Nada	Nada	0	5.8
00x00	Nada	Nada	200	7.8
00x00	Nada	Nada	400	10.8
00x00	Nada	Nada	600	11.2
00x00	Nada	Nada	800	12.4
00x00	Nada	Nada	1000	11.8
00x00	Nada	Nada	1200	12
00x00	Nada	Nada	1400	11.6
00x00	Nada	Nada	1600	12
00x00	Nada	Nada	1800	12.8
00x00	Nada	Nada	2000	14.2
00x00	Nada	Nada	0	5.6
00x00	Nada	Nada	200	11.2
00x00	Nada	Nada	400	11.2
00x00	Nada	Nada	600	12.6
00x00	Nada	Nada	800	12
00x00	Nada	Nada	1000	12
00x00	Nada	Nada	1200	11.2
00x00	Nada	Nada	1400	11.6
00x00	Nada	Nada	1600	14
00x00	Nada	Nada	1800	14.8
00x00	Nada	Nada	2000	15.2
00x00	Nada	Nada	0	6.6
00x00	Nada	Nada	200	9
00x00	Nada	Nada	400	8.6
00x00	Nada	Nada	600	10
00x00	Nada	Nada	800	10.2
00x00	Nada	Nada	1000	12
00x00	Nada	Nada	1200	14.6
00x00	Nada	Nada	1400	16
00x00	Nada	Nada	1600	18.8
00x00	Nada	Nada	1800	17
00x00	Nada	Nada	2000	19.8
00x00	Nada	Nada	0	5.8
00x00	Nada	Nada	200	11.6
00x00	Nada	Nada	400	13.2
00x00	Nada	Nada	600	14.6
00x00	Nada	Nada	800	15.8
00x00	Nada	Nada	1000	15.6
00x00	Nada	Nada	1200	17.2
00x00	Nada	Nada	1400	17
00x00	Nada	Nada	1600	15.8
00x00	Nada	Nada	1800	16.4
00x00	Nada	Nada	2000	20
00x00	Nada	Nada	0	6.2
00x00	Nada	Nada	200	10
00x00	Nada	Nada	400	9.6
00x00	Nada	Nada	600	12
00x00	Nada	Nada	800	14.2
00x00	Nada	Nada	1000	15
00x00	Nada	Nada	1200	15.6
00x00	Nada	Nada	1400	14.8
00x00	Nada	Nada	1600	19.4
00x00	Nada	Nada	1800	15.6
00x00	Nada	Nada	2000	16
03x30	Bajo	Medio	0	6.4
03x30	Bajo	Medio	50	7.6
03x30	Bajo	Medio	100	7.6
03x30	Bajo	Medio	150	9
03x30	Bajo	Medio	200	10
03x30	Bajo	Medio	250	10
03x30	Bajo	Medio	300	10
03x30	Bajo	Medio	350	9.6
03x30	Bajo	Medio	400	10
03x30	Bajo	Medio	450	11.4
03x30	Bajo	Medio	500	11.6
03x30	Bajo	Medio	550	11
03x30	Bajo	Medio	600	10.4
03x30	Bajo	Medio	650	12
03x30	Bajo	Medio	700	12.6
03x30	Bajo	Medio	750	12.6
03x30	Bajo	Medio	800	12.2
03x30	Bajo	Medio	850	12
03x30	Bajo	Medio	900	13.2
03x30	Bajo	Medio	950	13.2
03x30	Bajo	Medio	1000	13.4
03x30	Bajo	Medio	1050	14.4
03x30	Bajo	Medio	1100	13.6
03x30	Bajo	Medio	1150	14.8
03x30	Bajo	Medio	1200	14.8
03x30	Bajo	Medio	1250	15.8
03x30	Bajo	Medio	1300	15.2
03x30	Bajo	Medio	1350	15.2
03x30	Bajo	Medio	1400	15.6
03x30	Bajo	Medio	1450	15.6
03x30	Bajo	Medio	1500	16.8
03x30	Bajo	Medio	1550	16.8
03x30	Bajo	Medio	1600	16.6
03x30	Bajo	Medio	1650	16.8
03x30	Bajo	Medio	1700	19
03x30	Bajo	Medio	1750	19.2
03x30	Bajo	Medio	1800	19.4
03x30	Bajo	Medio	1850	19.4
03x30	Bajo	Medio	1900	19.4
03x30	Bajo	Medio	1950	19.4
03x30	Bajo	Medio	2000	18.2
03x30	Bajo	Medio	0	5.8
03x30	Bajo	Medio	50	7.4
03x30	Bajo	Medio	100	8.4
03x30	Bajo	Medio	150	9.2
03x30	Bajo	Medio	200	9.6
03x30	Bajo	Medio	250	10.4
03x30	Bajo	Medio	300	11.6
03x30	Bajo	Medio	350	11.6
03x30	Bajo	Medio	400	10.6
03x30	Bajo	Medio	450	11.6
03x30	Bajo	Medio	500	11.6
03x30	Bajo	Medio	550	12.2
03x30	Bajo	Medio	600	12.2
03x30	Bajo	Medio	650	11.8
03x30	Bajo	Medio	700	12.4
03x30	Bajo	Medio	750	13
03x30	Bajo	Medio	800	13
03x30	Bajo	Medio	850	13
03x30	Bajo	Medio	900	13.4
03x30	Bajo	Medio	950	14.6
03x30	Bajo	Medio	1000	14
03x30	Bajo	Medio	1050	15.2
03x30	Bajo	Medio	1100	15.4
03x30	Bajo	Medio	1150	15.6
03x30	Bajo	Medio	1200	15.6
03x30	Bajo	Medio	1250	13.8
03x30	Bajo	Medio	1300	14.6
03x30	Bajo	Medio	1350	14.6
03x30	Bajo	Medio	1400	14.4
03x30	Bajo	Medio	1450	14.6
03x30	Bajo	Medio	1500	12
03x30	Bajo	Medio	1550	12.6
03x30	Bajo	Medio	1600	13.6
03x30	Bajo	Medio	1650	13
03x30	Bajo	Medio	1700	15
03x30	Bajo	Medio	1750	16.8
03x30	Bajo	Medio	1800	14.6
03x30	Bajo	Medio	1850	15.4
03x30	Bajo	Medio	1900	16.2
03x30	Bajo	Medio	1950	16
03x30	Bajo	Medio	2000	16
03x30	Bajo	Medio	0	6.4
03x30	Bajo	Medio	50	7.6
03x30	Bajo	Medio	100	7.6
03x30	Bajo	Medio	150	9
03x30	Bajo	Medio	200	10
03x30	Bajo	Medio	250	10
03x30	Bajo	Medio	300	10
03x30	Bajo	Medio	350	9.6
03x30	Bajo	Medio	400	10
03x30	Bajo	Medio	450	11.4
03x30	Bajo	Medio	500	11.6
03x30	Bajo	Medio	550	11
03x30	Bajo	Medio	600	10.4
03x30	Bajo	Medio	650	12
03x30	Bajo	Medio	700	12.6
03x30	Bajo	Medio	750	12.6
03x30	Bajo	Medio	800	12.2
03x30	Bajo	Medio	850	12
03x30	Bajo	Medio	900	13.2
03x30	Bajo	Medio	950	13.2
03x30	Bajo	Medio	1000	13.4
03x30	Bajo	Medio	1050	14.4
03x30	Bajo	Medio	1100	13.6
03x30	Bajo	Medio	1150	14.8
03x30	Bajo	Medio	1200	14.8
03x30	Bajo	Medio	1250	15.8
03x30	Bajo	Medio	1300	15.2
03x30	Bajo	Medio	1350	15.2
03x30	Bajo	Medio	1400	15.6
03x30	Bajo	Medio	1450	15.6
03x30	Bajo	Medio	1500	16.8
03x30	Bajo	Medio	1550	16.8
03x30	Bajo	Medio	1600	16.6
03x30	Bajo	Medio	1650	16.8
03x30	Bajo	Medio	1700	19
03x30	Bajo	Medio	1750	19.2
03x30	Bajo	Medio	1800	19.4
03x30	Bajo	Medio	1850	19.4
03x30	Bajo	Medio	1900	19.4
03x30	Bajo	Medio	1950	19.4
03x30	Bajo	Medio	2000	18.2
03x30	Bajo	Medio	0	6.4
03x30	Bajo	Medio	50	7.2
03x30	Bajo	Medio	100	7.4
03x30	Bajo	Medio	150	8
03x30	Bajo	Medio	200	9.4
03x30	Bajo	Medio	250	9.6
03x30	Bajo	Medio	300	11.8
03x30	Bajo	Medio	350	12.8
03x30	Bajo	Medio	400	13.2
03x30	Bajo	Medio	450	12.6
03x30	Bajo	Medio	500	12.6
03x30	Bajo	Medio	550	12.6
03x30	Bajo	Medio	600	12.8
03x30	Bajo	Medio	650	12.4
03x30	Bajo	Medio	700	13
03x30	Bajo	Medio	750	13
03x30	Bajo	Medio	800	14.6
03x30	Bajo	Medio	850	12.6
03x30	Bajo	Medio	900	16.6
03x30	Bajo	Medio	950	16.6
03x30	Bajo	Medio	1000	16.8
03x30	Bajo	Medio	1050	18.8
03x30	Bajo	Medio	1100	16.6
03x30	Bajo	Medio	1150	19.6
03x30	Bajo	Medio	1200	20
03x30	Bajo	Medio	1250	17.2
03x30	Bajo	Medio	1300	20.4
03x30	Bajo	Medio	1350	18.6
03x30	Bajo	Medio	1400	19.4
03x30	Bajo	Medio	1450	19.2
03x30	Bajo	Medio	1500	20
03x30	Bajo	Medio	1550	17
03x30	Bajo	Medio	1600	17.4
03x30	Bajo	Medio	1650	17.8
03x30	Bajo	Medio	1700	17.4
03x30	Bajo	Medio	1750	17
03x30	Bajo	Medio	1800	18.2
03x30	Bajo	Medio	1850	19.8
03x30	Bajo	Medio	1900	21
03x30	Bajo	Medio	1950	20.4
03x30	Bajo	Medio	2000	19.8
03x30	Bajo	Medio	0	6
03x30	Bajo	Medio	50	8.4
03x30	Bajo	Medio	100	8
03x30	Bajo	Medio	150	8.6
03x30	Bajo	Medio	200	8.8
03x30	Bajo	Medio	250	8.6
03x30	Bajo	Medio	300	9.2
03x30	Bajo	Medio	350	9.2
03x30	Bajo	Medio	400	9.8
03x30	Bajo	Medio	450	9.8
03x30	Bajo	Medio	500	11.6
03x30	Bajo	Medio	550	12.4
03x30	Bajo	Medio	600	12.2
03x30	Bajo	Medio	650	12.4
03x30	Bajo	Medio	700	11.6
03x30	Bajo	Medio	750	12.6
03x30	Bajo	Medio	800	13.6
03x30	Bajo	Medio	850	14
03x30	Bajo	Medio	900	14.6
03x30	Bajo	Medio	950	13
03x30	Bajo	Medio	1000	13.6
03x30	Bajo	Medio	1050	14
03x30	Bajo	Medio	1100	15.4
03x30	Bajo	Medio	1150	15.2
03x30	Bajo	Medio	1200	14.6
03x30	Bajo	Medio	1250	14.6
03x30	Bajo	Medio	1300	14
03x30	Bajo	Medio	1350	15.4
03x30	Bajo	Medio	1400	15.4
03x30	Bajo	Medio	1450	14.6
03x30	Bajo	Medio	1500	15.4
03x30	Bajo	Medio	1550	16.4
03x30	Bajo	Medio	1600	16.8
03x30	Bajo	Medio	1650	15.4
03x30	Bajo	Medio	1700	15.8
03x30	Bajo	Medio	1750	14.8
03x30	Bajo	Medio	1800	16
03x30	Bajo	Medio	1850	16.2
03x30	Bajo	Medio	1900	15.6
03x30	Bajo	Medio	1950	16.8
03x30	Bajo	Medio	2000	16.8
03x30	Bajo	Medio	0	6
03x30	Bajo	Medio	50	7.4
03x30	Bajo	Medio	100	8.2
03x30	Bajo	Medio	150	8.4
03x30	Bajo	Medio	200	8.6
03x30	Bajo	Medio	250	8.4
03x30	Bajo	Medio	300	8.6
03x30	Bajo	Medio	350	9.4
03x30	Bajo	Medio	400	9.4
03x30	Bajo	Medio	450	9.4
03x30	Bajo	Medio	500	9.4
03x30	Bajo	Medio	550	9.4
03x30	Bajo	Medio	600	9.4
03x30	Bajo	Medio	650	9.4
03x30	Bajo	Medio	700	10.4
03x30	Bajo	Medio	750	10.4
03x30	Bajo	Medio	800	10.4
03x30	Bajo	Medio	850	11.8
03x30	Bajo	Medio	900	11.8
03x30	Bajo	Medio	950	11.8
03x30	Bajo	Medio	1000	12
03x30	Bajo	Medio	1050	13.4
03x30	Bajo	Medio	1100	11.2
03x30	Bajo	Medio	1150	11.8
03x30	Bajo	Medio	1200	12
03x30	Bajo	Medio	1250	11.6
03x30	Bajo	Medio	1300	11
03x30	Bajo	Medio	1350	11.8
03x30	Bajo	Medio	1400	12
03x30	Bajo	Medio	1450	12
03x30	Bajo	Medio	1500	13.4
03x30	Bajo	Medio	1550	12.8
03x30	Bajo	Medio	1600	12.6
03x30	Bajo	Medio	1650	14.8
03x30	Bajo	Medio	1700	13.8
03x30	Bajo	Medio	1750	14.2
03x30	Bajo	Medio	1800	14.2
03x30	Bajo	Medio	1850	15.4
03x30	Bajo	Medio	1900	15
03x30	Bajo	Medio	1950	13.6
03x30	Bajo	Medio	2000	13
03x30	Bajo	Medio	0	6
03x30	Bajo	Medio	50	6.8
03x30	Bajo	Medio	100	8.2
03x30	Bajo	Medio	150	8.8
03x30	Bajo	Medio	200	9.2
03x30	Bajo	Medio	250	9.6
03x30	Bajo	Medio	300	10.4
03x30	Bajo	Medio	350	11.8
03x30	Bajo	Medio	400	12.4
03x30	Bajo	Medio	450	12.4
03x30	Bajo	Medio	500	12.2
03x30	Bajo	Medio	550	11.8
03x30	Bajo	Medio	600	11.8
03x30	Bajo	Medio	650	11.8
03x30	Bajo	Medio	700	11.2
03x30	Bajo	Medio	750	11.4
03x30	Bajo	Medio	800	11.6
03x30	Bajo	Medio	850	13.8
03x30	Bajo	Medio	900	12.8
03x30	Bajo	Medio	950	12.8
03x30	Bajo	Medio	1000	13
03x30	Bajo	Medio	1050	14.8
03x30	Bajo	Medio	1100	14.8
03x30	Bajo	Medio	1150	15.8
03x30	Bajo	Medio	1200	15.8
03x30	Bajo	Medio	1250	18.2
03x30	Bajo	Medio	1300	18.2
03x30	Bajo	Medio	1350	18.8
03x30	Bajo	Medio	1400	18.8
03x30	Bajo	Medio	1450	18.8
03x30	Bajo	Medio	1500	19.6
03x30	Bajo	Medio	1550	18.6
03x30	Bajo	Medio	1600	18.8
03x30	Bajo	Medio	1650	18.4
03x30	Bajo	Medio	1700	19.4
03x30	Bajo	Medio	1750	19
03x30	Bajo	Medio	1800	19.2
03x30	Bajo	Medio	1850	19.2
03x30	Bajo	Medio	1900	19.6
03x30	Bajo	Medio	1950	19.6
03x30	Bajo	Medio	2000	16.4
03x30	Bajo	Medio	0	6.4
03x30	Bajo	Medio	50	8.4
03x30	Bajo	Medio	100	9
03x30	Bajo	Medio	150	8.6
03x30	Bajo	Medio	200	8.6
03x30	Bajo	Medio	250	9.4
03x30	Bajo	Medio	300	9.2
03x30	Bajo	Medio	350	10.2
03x30	Bajo	Medio	400	11
03x30	Bajo	Medio	450	11.6
03x30	Bajo	Medio	500	11
03x30	Bajo	Medio	550	11.4
03x30	Bajo	Medio	600	11.2
03x30	Bajo	Medio	650	10.8
03x30	Bajo	Medio	700	13.4
03x30	Bajo	Medio	750	12
03x30	Bajo	Medio	800	12
03x30	Bajo	Medio	850	12
03x30	Bajo	Medio	900	12
03x30	Bajo	Medio	950	12
03x30	Bajo	Medio	1000	14.6
03x30	Bajo	Medio	1050	15.6
03x30	Bajo	Medio	1100	14
03x30	Bajo	Medio	1150	13
03x30	Bajo	Medio	1200	13
03x30	Bajo	Medio	1250	13
03x30	Bajo	Medio	1300	13
03x30	Bajo	Medio	1350	15.4
03x30	Bajo	Medio	1400	15.4
03x30	Bajo	Medio	1450	16.2
03x30	Bajo	Medio	1500	15
03x30	Bajo	Medio	1550	14.4
03x30	Bajo	Medio	1600	15.8
03x30	Bajo	Medio	1650	15.6
03x30	Bajo	Medio	1700	16.6
03x30	Bajo	Medio	1750	16.6
03x30	Bajo	Medio	1800	14.4
03x30	Bajo	Medio	1850	16.6
03x30	Bajo	Medio	1900	19.6
03x30	Bajo	Medio	1950	19.6
03x30	Bajo	Medio	2000	16.4
03x30	Bajo	Medio	0	6.8
03x30	Bajo	Medio	50	8.2
03x30	Bajo	Medio	100	8.4
03x30	Bajo	Medio	150	8.8
03x30	Bajo	Medio	200	9.2
03x30	Bajo	Medio	250	9.4
03x30	Bajo	Medio	300	9.8
03x30	Bajo	Medio	350	10.2
03x30	Bajo	Medio	400	11.2
03x30	Bajo	Medio	450	11.6
03x30	Bajo	Medio	500	13.6
03x30	Bajo	Medio	550	14
03x30	Bajo	Medio	600	13.6
03x30	Bajo	Medio	650	13.6
03x30	Bajo	Medio	700	11.8
03x30	Bajo	Medio	750	12.4
03x30	Bajo	Medio	800	12.4
03x30	Bajo	Medio	850	13.6
03x30	Bajo	Medio	900	14.2
03x30	Bajo	Medio	950	14.2
03x30	Bajo	Medio	1000	15
03x30	Bajo	Medio	1050	14.2
03x30	Bajo	Medio	1100	15
03x30	Bajo	Medio	1150	15
03x30	Bajo	Medio	1200	15.8
03x30	Bajo	Medio	1250	15.6
03x30	Bajo	Medio	1300	15.6
03x30	Bajo	Medio	1350	15.8
03x30	Bajo	Medio	1400	14.6
03x30	Bajo	Medio	1450	17.4
03x30	Bajo	Medio	1500	18.2
03x30	Bajo	Medio	1550	17.2
03x30	Bajo	Medio	1600	16.6
03x30	Bajo	Medio	1650	19.4
03x30	Bajo	Medio	1700	20
03x30	Bajo	Medio	1750	19
03x30	Bajo	Medio	1800	19
03x30	Bajo	Medio	1850	20.6
03x30	Bajo	Medio	1900	20.6
03x30	Bajo	Medio	1950	20.2
03x30	Bajo	Medio	2000	16.4
03x30	Bajo	Medio	0	6
03x30	Bajo	Medio	50	8
03x30	Bajo	Medio	100	10
03x30	Bajo	Medio	150	10.4
03x30	Bajo	Medio	200	14.4
03x30	Bajo	Medio	250	13
03x30	Bajo	Medio	300	12.8
03x30	Bajo	Medio	350	13.4
03x30	Bajo	Medio	400	13.4
03x30	Bajo	Medio	450	13.4
03x30	Bajo	Medio	500	12.2
03x30	Bajo	Medio	550	12.6
03x30	Bajo	Medio	600	13.6
03x30	Bajo	Medio	650	14.4
03x30	Bajo	Medio	700	14.8
03x30	Bajo	Medio	750	14.6
03x30	Bajo	Medio	800	16.8
03x30	Bajo	Medio	850	16.8
03x30	Bajo	Medio	900	14.2
03x30	Bajo	Medio	950	15.8
03x30	Bajo	Medio	1000	14.4
03x30	Bajo	Medio	1050	14.4
03x30	Bajo	Medio	1100	14.2
03x30	Bajo	Medio	1150	14.4
03x30	Bajo	Medio	1200	15
03x30	Bajo	Medio	1250	15
03x30	Bajo	Medio	1300	14.6
03x30	Bajo	Medio	1350	15.4
03x30	Bajo	Medio	1400	15.4
03x30	Bajo	Medio	1450	15.6
03x30	Bajo	Medio	1500	15.2
03x30	Bajo	Medio	1550	14.6
03x30	Bajo	Medio	1600	15
03x30	Bajo	Medio	1650	15
03x30	Bajo	Medio	1700	15.2
03x30	Bajo	Medio	1750	15.8
03x30	Bajo	Medio	1800	17.8
03x30	Bajo	Medio	1850	15.8
03x30	Bajo	Medio	1900	16.2
03x30	Bajo	Medio	1950	15.2
03x30	Bajo	Medio	2000	14.6
03x59	Bajo	Bajo	0	6.8
03x59	Bajo	Bajo	50	9.2
03x59	Bajo	Bajo	100	9.4
03x59	Bajo	Bajo	150	9.4
03x59	Bajo	Bajo	200	7.6
03x59	Bajo	Bajo	250	8.6
03x59	Bajo	Bajo	300	8.8
03x59	Bajo	Bajo	350	9
03x59	Bajo	Bajo	400	9.8
03x59	Bajo	Bajo	450	10
03x59	Bajo	Bajo	500	9.6
03x59	Bajo	Bajo	550	10.4
03x59	Bajo	Bajo	600	11
03x59	Bajo	Bajo	650	10.6
03x59	Bajo	Bajo	700	10.8
03x59	Bajo	Bajo	750	10.8
03x59	Bajo	Bajo	800	11.4
03x59	Bajo	Bajo	850	11.2
03x59	Bajo	Bajo	900	12
03x59	Bajo	Bajo	950	12
03x59	Bajo	Bajo	1000	14
03x59	Bajo	Bajo	1050	12.4
03x59	Bajo	Bajo	1100	13.6
03x59	Bajo	Bajo	1150	14.2
03x59	Bajo	Bajo	1200	14.4
03x59	Bajo	Bajo	1250	15.6
03x59	Bajo	Bajo	1300	15.6
03x59	Bajo	Bajo	1350	14.2
03x59	Bajo	Bajo	1400	15.8
03x59	Bajo	Bajo	1450	16
03x59	Bajo	Bajo	1500	17.2
03x59	Bajo	Bajo	1550	16.2
03x59	Bajo	Bajo	1600	17.4
03x59	Bajo	Bajo	1650	17.2
03x59	Bajo	Bajo	1700	18.2
03x59	Bajo	Bajo	1750	17.8
03x59	Bajo	Bajo	1800	18.8
03x59	Bajo	Bajo	1850	21
03x59	Bajo	Bajo	1900	19.8
03x59	Bajo	Bajo	1950	20.2
03x59	Bajo	Bajo	2000	18.6
03x59	Bajo	Bajo	0	7
03x59	Bajo	Bajo	50	6.6
03x59	Bajo	Bajo	100	7.2
03x59	Bajo	Bajo	150	7.2
03x59	Bajo	Bajo	200	8.2
03x59	Bajo	Bajo	250	8.4
03x59	Bajo	Bajo	300	9.8
03x59	Bajo	Bajo	350	10
03x59	Bajo	Bajo	400	10
03x59	Bajo	Bajo	450	10.6
03x59	Bajo	Bajo	500	10.6
03x59	Bajo	Bajo	550	10.6
03x59	Bajo	Bajo	600	11.4
03x59	Bajo	Bajo	650	10.8
03x59	Bajo	Bajo	700	12.6
03x59	Bajo	Bajo	750	14.2
03x59	Bajo	Bajo	800	11.8
03x59	Bajo	Bajo	850	11.8
03x59	Bajo	Bajo	900	12.6
03x59	Bajo	Bajo	950	144
03x59	Bajo	Bajo	1000	14.6
03x59	Bajo	Bajo	1050	13.4
03x59	Bajo	Bajo	1100	16.8
03x59	Bajo	Bajo	1150	17.2
03x59	Bajo	Bajo	1200	15.6
03x59	Bajo	Bajo	1250	16.2
03x59	Bajo	Bajo	1300	16.2
03x59	Bajo	Bajo	1350	18.6
03x59	Bajo	Bajo	1400	18.6
03x59	Bajo	Bajo	1450	16.6
03x59	Bajo	Bajo	1500	16.4
03x59	Bajo	Bajo	1550	17.2
03x59	Bajo	Bajo	1600	17.8
03x59	Bajo	Bajo	1650	17.6
03x59	Bajo	Bajo	1700	16.6
03x59	Bajo	Bajo	1750	20
03x59	Bajo	Bajo	1800	20.8
03x59	Bajo	Bajo	1850	19.4
03x59	Bajo	Bajo	1900	19.8
03x59	Bajo	Bajo	1950	17.4
03x59	Bajo	Bajo	2000	18.8
03x59	Bajo	Bajo	0	6.6
03x59	Bajo	Bajo	50	8
03x59	Bajo	Bajo	100	8.4
03x59	Bajo	Bajo	150	8.8
03x59	Bajo	Bajo	200	9.4
03x59	Bajo	Bajo	250	11
03x59	Bajo	Bajo	300	11.6
03x59	Bajo	Bajo	350	11
03x59	Bajo	Bajo	400	11.2
03x59	Bajo	Bajo	450	11.4
03x59	Bajo	Bajo	500	12
03x59	Bajo	Bajo	550	12
03x59	Bajo	Bajo	600	10.4
03x59	Bajo	Bajo	650	10.4
03x59	Bajo	Bajo	700	10
03x59	Bajo	Bajo	750	12.2
03x59	Bajo	Bajo	800	12
03x59	Bajo	Bajo	850	12.4
03x59	Bajo	Bajo	900	11.8
03x59	Bajo	Bajo	950	12
03x59	Bajo	Bajo	1000	14
03x59	Bajo	Bajo	1050	14
03x59	Bajo	Bajo	1100	13
03x59	Bajo	Bajo	1150	13.4
03x59	Bajo	Bajo	1200	14
03x59	Bajo	Bajo	1250	12.8
03x59	Bajo	Bajo	1300	14.2
03x59	Bajo	Bajo	1350	13.8
03x59	Bajo	Bajo	1400	14
03x59	Bajo	Bajo	1450	13.8
03x59	Bajo	Bajo	1500	14
03x59	Bajo	Bajo	1550	15.8
03x59	Bajo	Bajo	1600	15
03x59	Bajo	Bajo	1650	16.8
03x59	Bajo	Bajo	1700	16.8
03x59	Bajo	Bajo	1750	16.4
03x59	Bajo	Bajo	1800	15.2
03x59	Bajo	Bajo	1850	15.6
03x59	Bajo	Bajo	1900	16
03x59	Bajo	Bajo	1950	16
03x59	Bajo	Bajo	2000	16.4
03x59	Bajo	Bajo	0	7.4
03x59	Bajo	Bajo	50	11.4
03x59	Bajo	Bajo	100	9.6
03x59	Bajo	Bajo	150	11
03x59	Bajo	Bajo	200	11.6
03x59	Bajo	Bajo	250	12.4
03x59	Bajo	Bajo	300	10.8
03x59	Bajo	Bajo	350	11.8
03x59	Bajo	Bajo	400	11.2
03x59	Bajo	Bajo	450	11.8
03x59	Bajo	Bajo	500	11.8
03x59	Bajo	Bajo	550	13
03x59	Bajo	Bajo	600	13
03x59	Bajo	Bajo	650	15.6
03x59	Bajo	Bajo	700	15.6
03x59	Bajo	Bajo	750	14.8
03x59	Bajo	Bajo	800	14
03x59	Bajo	Bajo	850	14.6
03x59	Bajo	Bajo	900	14.4
03x59	Bajo	Bajo	950	13.6
03x59	Bajo	Bajo	1000	13.8
03x59	Bajo	Bajo	1050	13.2
03x59	Bajo	Bajo	1100	13.2
03x59	Bajo	Bajo	1150	13
03x59	Bajo	Bajo	1200	14.2
03x59	Bajo	Bajo	1250	13.6
03x59	Bajo	Bajo	1300	14.2
03x59	Bajo	Bajo	1350	13.4
03x59	Bajo	Bajo	1400	14.6
03x59	Bajo	Bajo	1450	14
03x59	Bajo	Bajo	1500	14.6
03x59	Bajo	Bajo	1550	15.4
03x59	Bajo	Bajo	1600	14.6
03x59	Bajo	Bajo	1650	14
03x59	Bajo	Bajo	1700	13.4
03x59	Bajo	Bajo	1750	14.2
03x59	Bajo	Bajo	1800	14.6
03x59	Bajo	Bajo	1850	14.4
03x59	Bajo	Bajo	1900	15
03x59	Bajo	Bajo	1950	14.8
03x59	Bajo	Bajo	2000	15.2
03x59	Bajo	Bajo	0	5.6
03x59	Bajo	Bajo	50	7.2
03x59	Bajo	Bajo	100	6.2
03x59	Bajo	Bajo	150	6.6
03x59	Bajo	Bajo	200	8.2
03x59	Bajo	Bajo	250	9.6
03x59	Bajo	Bajo	300	9.8
03x59	Bajo	Bajo	350	9.2
03x59	Bajo	Bajo	400	10
03x59	Bajo	Bajo	450	10
03x59	Bajo	Bajo	500	10
03x59	Bajo	Bajo	550	11.8
03x59	Bajo	Bajo	600	13.4
03x59	Bajo	Bajo	650	14
03x59	Bajo	Bajo	700	13.6
03x59	Bajo	Bajo	750	12.8
03x59	Bajo	Bajo	800	12.2
03x59	Bajo	Bajo	850	11.4
03x59	Bajo	Bajo	900	12
03x59	Bajo	Bajo	950	11.8
03x59	Bajo	Bajo	1000	14
03x59	Bajo	Bajo	1050	14
03x59	Bajo	Bajo	1100	14
03x59	Bajo	Bajo	1150	14.6
03x59	Bajo	Bajo	1200	16.6
03x59	Bajo	Bajo	1250	13.6
03x59	Bajo	Bajo	1300	16.6
03x59	Bajo	Bajo	1350	16.6
03x59	Bajo	Bajo	1400	14.8
03x59	Bajo	Bajo	1450	16.8
03x59	Bajo	Bajo	1500	16.8
03x59	Bajo	Bajo	1550	18
03x59	Bajo	Bajo	1600	16
03x59	Bajo	Bajo	1650	18
03x59	Bajo	Bajo	1700	18
03x59	Bajo	Bajo	1750	16.2
03x59	Bajo	Bajo	1800	15.4
03x59	Bajo	Bajo	1850	15.4
03x59	Bajo	Bajo	1900	16
03x59	Bajo	Bajo	1950	15.6
03x59	Bajo	Bajo	2000	15.6
03x59	Bajo	Bajo	0	5.4
03x59	Bajo	Bajo	50	7.4
